state,zipcode,city,agegroup,gender,employment,occupation,template,spanish,extra_qualifs,internshipflag,customerservice,cpr,techskills,wpm,grammar,college,employeemonth,volunteer,skill,callback,adtitle,type
California,3,los angeles,1,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0, administrative assistant leading media firm k,Y
California,2,los angeles,3,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0, administrative assistant leading media firm k,OH
California,1,los angeles,3,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0, administrative assistant leading media firm k,OBE
Florida,2,miami,2,0,1,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,sales associate designer part time,MB
Florida,3,miami,1,0,1,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,sales associate designer part time,Y
Florida,1,miami,2,0,1,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,sales associate designer part time,MH
Texas,3,houston,1,0,1,sales, B,1,0,0,1,0,0,0,0,1,1,1,1,1,pottery barn kids now hiring,Y
Texas,2,houston,2,0,1,sales, A,1,1,0,1,0,0,0,0,0,1,1,1,1,pottery barn kids now hiring,ML
Texas,1,houston,2,0,1,sales, C,0,0,0,1,0,0,0,1,1,1,1,1,1,pottery barn kids now hiring,MH
Illinois,3,chicago,3,0,1,sales, B,1,1,0,0,0,0,0,1,1,1,0,1,0,aveda salon coordinator receptionist retail sales,OBL
Illinois,2,chicago,3,0,1,sales, A,1,1,0,1,0,0,0,0,1,0,1,1,0,aveda salon coordinator receptionist retail sales,OH
Illinois,1,chicago,1,0,1,sales, C,0,1,0,1,0,0,0,0,1,1,1,1,0,aveda salon coordinator receptionist retail sales,Y
Utah,2,salt lake city,2,1,0,admin, B,1,1,0,0,0,0,1,1,1,0,0,1,1,assistant licensing coordinator,MH
Utah,3,salt lake city,2,1,0,admin, A,1,1,0,0,0,0,1,0,1,0,1,1,1,assistant licensing coordinator,MB
Utah,1,salt lake city,1,1,0,admin, C,1,1,0,0,0,0,1,1,0,1,0,1,1,assistant licensing coordinator,Y
Pennsylvania,3,pittsburgh,2,0,1,sales, A,1,1,0,0,0,0,0,1,0,1,1,1,0,arhaus furniture interior sales associate,ML
Pennsylvania,2,pittsburgh,2,0,1,sales, C,1,0,0,1,0,0,0,0,1,1,1,1,1,arhaus furniture interior sales associate,MB
Pennsylvania,1,pittsburgh,1,0,1,sales, B,1,1,0,1,0,0,0,1,1,0,0,1,0,arhaus furniture interior sales associate,Y
Massachusetts,2,boston,2,0,1,sales, B,1,1,0,1,0,0,0,1,0,1,0,1,0,cosmoprof beauty ft retail sales,MH
Massachusetts,3,boston,2,0,1,sales, A,1,0,0,1,0,0,0,1,1,0,1,1,0,cosmoprof beauty ft retail sales,ML
Massachusetts,1,boston,1,0,1,sales, C,1,1,0,1,0,0,0,0,0,1,1,1,0,cosmoprof beauty ft retail sales,Y
New York,2,new york,2,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0,receptionist,ML
New York,1,new york,3,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0,receptionist,OBE
New York,3,new york,1,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0,receptionist,Y
Arizona,3,phoenix,1,1,1,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0, looking for an awesome receptionist office assistant,Y
Arizona,1,phoenix,3,1,1,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0, looking for an awesome receptionist office assistant,OH
Arizona,2,phoenix,2,1,1,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,1, looking for an awesome receptionist office assistant,MB
Michigan,1,birmingham,1,0,0,sales, C,0,1,0,0,0,0,0,1,1,1,1,1,1,calling all edm kids,Y
Michigan,3,birmingham,3,0,0,sales, A,1,0,0,1,0,0,0,0,1,1,1,1,1,calling all edm kids,OH
Michigan,2,birmingham,3,0,0,sales, B,0,0,0,1,0,0,0,1,1,1,1,1,1,calling all edm kids,OBE
Utah,2,salt lake city,1,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,1,flower patch customer service,Y
Utah,3,salt lake city,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,flower patch customer service,MB
Utah,1,salt lake city,2,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,flower patch customer service,MH
Michigan,3,birmingham,3,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,campaign and events coordinator,OBE
Michigan,1,birmingham,1,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,campaign and events coordinator,Y
Michigan,2,birmingham,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,campaign and events coordinator,MH
Florida,1,sarasota,2,0,0,sales, C,1,1,0,1,0,0,0,0,1,0,1,1,1,interior decorator trainee furniture sales,ML
Florida,3,sarasota,1,0,0,sales, B,1,1,0,1,0,0,0,1,1,0,0,1,1,interior decorator trainee furniture sales,Y
Florida,2,sarasota,3,0,0,sales, A,1,0,0,1,0,0,0,1,1,1,0,1,1,interior decorator trainee furniture sales,OL
Florida,3,sarasota,1,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,1,administrative assistant financial industry,Y
Florida,2,sarasota,3,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0,administrative assistant financial industry,OL
Florida,1,sarasota,3,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0,administrative assistant financial industry,OBE
Michigan,1,birmingham,1,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,1, skin care brand needs reps,Y
Michigan,2,birmingham,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,1, skin care brand needs reps,MH
Michigan,3,birmingham,3,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0, skin care brand needs reps,OBE
Florida,1,sarasota,2,1,1,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,furniture sales associate,ML
Florida,2,sarasota,2,1,1,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,furniture sales associate,MH
Florida,3,sarasota,1,1,1,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,furniture sales associate,Y
Michigan,1,birmingham,2,1,1,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0,clerical,MB
Michigan,3,birmingham,1,1,1,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0,clerical,Y
Michigan,2,birmingham,3,1,1,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0,clerical,OBL
Florida,3,sarasota,3,1,0,admin, A,1,1,0,0,0,0,0,1,1,0,1,1,0, dental office manager,OH
Florida,1,sarasota,3,1,0,admin, C,1,0,0,0,0,0,1,1,1,0,1,1,0, dental office manager,OL
Florida,2,sarasota,1,1,0,admin, B,1,1,0,0,0,0,1,1,0,0,1,1,0, dental office manager,Y
Michigan,3,birmingham,2,1,0,admin, A,1,1,0,0,0,0,0,1,1,1,0,1,1,front desk attendant,MH
Michigan,2,birmingham,1,1,0,admin, B,1,1,0,0,0,0,1,1,0,1,0,1,0,front desk attendant,Y
Michigan,1,birmingham,3,1,0,admin, C,1,1,0,0,0,0,1,0,1,0,1,1,0,front desk attendant,OH
Michigan,3,birmingham,2,0,0,sales, B,1,1,0,1,0,0,0,0,1,1,0,1,0,retail online sales associate wanted,ML
Michigan,2,birmingham,1,0,0,sales, A,1,1,0,0,0,0,0,1,1,1,0,1,0,retail online sales associate wanted,Y
Michigan,1,birmingham,3,0,0,sales, C,0,1,0,0,0,0,0,1,1,1,1,1,0,retail online sales associate wanted,OH
Florida,1,sarasota,2,0,0,security, B,0,0,0,0,0,0,0,0,0,0,0,0,0, unarmed secuirty officer,MB
Florida,3,sarasota,1,0,0,security, C,0,0,0,0,0,0,0,0,0,0,0,0,0, unarmed secuirty officer,Y
Florida,2,sarasota,2,0,0,security, A,0,0,0,0,0,0,0,0,0,0,0,0,0, unarmed secuirty officer,MH
Utah,2,salt lake city,2,1,1,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,dealership parts counter position,MB
Utah,1,salt lake city,3,1,1,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,dealership parts counter position,OL
Utah,3,salt lake city,1,1,1,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,dealership parts counter position,Y
Michigan,3,birmingham,2,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0, receptionist wanted,ML
Michigan,2,birmingham,2,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,1, receptionist wanted,MB
Michigan,1,birmingham,1,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,1, receptionist wanted,Y
Michigan,3,birmingham,2,1,1,admin, B,0,1,0,0,0,0,0,1,1,1,1,1,0,administrative assistant,MB
Michigan,1,birmingham,1,1,1,admin, C,1,1,0,0,0,0,1,0,1,1,0,1,0,administrative assistant,Y
Michigan,2,birmingham,3,1,1,admin, A,1,1,0,0,0,0,1,0,0,1,1,1,0,administrative assistant,OH
Michigan,2,birmingham,2,0,1,security, A,0,0,0,0,1,0,0,1,1,1,1,1,0, zydeco security staff and door,MB
Michigan,1,birmingham,3,0,1,security, C,1,1,0,0,0,0,0,1,0,1,1,1,1,zydeco security staff and door,OBL
Michigan,3,birmingham,1,0,1,security, B,1,0,0,0,1,0,0,1,0,1,1,1,0, zydeco security staff and door,Y
Florida,3,sarasota,1,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,1,sales whitening technician,Y
Florida,2,sarasota,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,sales whitening technician,MB
Florida,1,sarasota,3,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,sales whitening technician,OL
Utah,3,salt lake city,3,1,1,admin, B,1,0,0,0,0,0,1,1,1,1,0,1,0, part time office clerk,OBE
Utah,2,salt lake city,2,1,1,admin, A,1,0,0,0,0,0,1,1,1,1,0,1,1, part time office clerk,MB
Utah,1,salt lake city,1,1,1,admin, C,0,1,0,0,0,0,1,1,1,1,0,1,0, part time office clerk,Y
Utah,2,salt lake city,2,1,1,admin, A,1,0,0,0,0,0,1,1,1,1,0,1,0, part time receptionist,MB
Utah,1,salt lake city,2,1,1,admin, B,1,0,0,0,0,0,0,1,1,1,1,1,0,front desk dental office,MH
Utah,3,salt lake city,1,1,1,admin, A,1,1,0,0,0,0,0,1,1,0,1,1,0,front desk dental office,Y
Utah,2,salt lake city,3,1,1,admin, C,1,0,0,0,0,0,1,1,1,0,1,1,0,front desk dental office,OL
Utah,3,salt lake city,3,1,1,admin, B,1,0,0,0,0,0,1,1,1,1,0,1,0, part time receptionist,OBE
Utah,1,salt lake city,1,1,1,admin, C,0,1,0,0,0,0,1,1,1,1,0,1,0, part time receptionist,Y
Utah,2,salt lake city,2,1,0,admin, A,0,0,0,0,0,0,1,1,1,1,1,1,0, office clerk,MB
Utah,1,salt lake city,3,1,0,admin, B,0,1,0,0,0,0,1,0,1,1,1,1,1,office clerk,OBE
Utah,3,salt lake city,1,1,0,admin, C,0,1,0,0,0,0,1,1,1,0,1,1,0, office clerk,Y
Utah,1,salt lake city,2,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,sales associate ski tech switchback sports,MH
Utah,3,salt lake city,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,sales associate ski tech switchback sports,MB
Utah,1,salt lake city,3,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,sales associates ski snowboard and bike sales,OBL
Utah,3,salt lake city,3,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,sales associates ski snowboard and bike sales,OL
Utah,2,salt lake city,1,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,1,sales associate ski tech switchback sports,Y
Utah,2,salt lake city,1,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,sales associates ski snowboard and bike sales,Y
Michigan,1,birmingham,2,1,1,admin, C,1,1,0,0,0,0,0,1,1,0,1,1,1,receptionist,ML
Michigan,2,birmingham,2,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,1,receptionist,ML
Michigan,1,birmingham,1,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,1,receptionist,Y
Michigan,3,birmingham,3,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,1,receptionist,OBL
Michigan,2,birmingham,3,1,1,admin, B,1,1,0,0,0,0,0,1,1,0,1,1,0,receptionist,OH
Michigan,3,birmingham,1,1,1,admin, A,0,1,0,0,0,0,1,1,0,1,1,1,0,receptionist,Y
Michigan,1,birmingham,1,1,1,admin, C,1,1,0,0,0,0,1,0,1,1,0,1,0,receptionist,Y
Michigan,3,birmingham,2,1,1,admin, B,0,1,0,0,0,0,0,1,1,1,1,1,0,receptionist,MB
Michigan,2,birmingham,3,1,1,admin, A,1,1,0,0,0,0,1,0,0,1,1,1,0,receptionist,OH
Utah,1,salt lake city,1,1,1,admin, C,0,1,0,0,0,0,1,1,1,1,0,1,1, office admin bookkeeping customer service,Y
Utah,3,salt lake city,3,1,1,admin, B,1,0,0,0,0,0,1,1,1,1,0,1,0, office admin bookkeeping customer service,OBE
Utah,2,salt lake city,2,1,1,admin, A,1,0,0,0,0,0,1,1,1,1,0,1,1, office admin bookkeeping customer service,MB
Florida,3,sarasota,2,1,1,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0, medical front office,ML
Florida,1,sarasota,2,1,1,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0, medical front office,MB
Florida,2,sarasota,1,1,1,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0, medical front office,Y
Michigan,2,birmingham,1,1,0,admin, C,1,1,0,0,0,0,1,1,0,0,1,1,0,secretary bookeeper,Y
Michigan,1,birmingham,2,1,0,admin, A,1,1,0,0,0,0,1,0,0,1,1,1,0,secretary bookeeper,MH
Michigan,3,birmingham,2,1,0,admin, B,0,1,0,0,0,0,1,1,0,1,1,1,1,secretary bookeeper,ML
Michigan,2,birmingham,3,0,0,sales, B,0,0,0,1,0,0,0,1,1,1,1,1,0,sales associate,OBE
Michigan,1,birmingham,1,0,0,sales, C,0,1,0,0,0,0,0,1,1,1,1,1,1,sales associate,Y
Michigan,3,birmingham,3,0,0,sales, A,1,0,0,1,0,0,0,0,1,1,1,1,0,sales associate,OH
Utah,2,salt lake city,1,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,1,part time retail merchandiser,Y
Utah,1,salt lake city,3,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,1,part time retail merchandiser,OBL
Utah,3,salt lake city,3,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,1,part time retail merchandiser,OL
Michigan,2,birmingham,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,parts sales big motorsports,MH
Michigan,1,birmingham,1,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,parts sales big motorsports,Y
Michigan,3,birmingham,3,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,parts sales big motorsports,OBE
Utah,1,salt lake city,1,1,1,admin, C,0,1,0,0,0,0,1,1,1,1,0,1,0, front desk dental office,Y
Utah,2,salt lake city,3,1,1,admin, C,1,0,0,0,0,0,1,1,1,0,1,1,0,part time receptionist,OL
Utah,2,salt lake city,2,1,1,admin, A,1,0,0,0,0,0,1,1,1,1,0,1,1, front desk dental office,MB
Utah,1,salt lake city,2,1,1,admin, B,1,0,0,0,0,0,0,1,1,1,1,1,0,part time receptionist,MH
Utah,3,salt lake city,1,1,1,admin, A,1,1,0,0,0,0,0,1,1,0,1,1,0,part time receptionist,Y
Utah,3,salt lake city,3,1,1,admin, B,1,0,0,0,0,0,1,1,1,1,0,1,0, front desk dental office,OBE
Michigan,1,birmingham,3,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,1,big ticket sales manager in training,OL
Michigan,2,birmingham,1,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,big ticket sales manager in training,Y
Michigan,3,birmingham,3,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,big ticket sales manager in training,OBL
Utah,3,salt lake city,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,in store customer acquisitions marketing management opportunities,MB
Utah,1,salt lake city,2,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,in store customer acquisitions marketing management opportunities,MH
Utah,2,salt lake city,1,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,1,in store customer acquisitions marketing management opportunities,Y
Michigan,3,birmingham,3,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,1, part time office assistant,OBL
Michigan,1,birmingham,1,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0, part time office assistant,Y
Michigan,2,birmingham,2,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,1, part time office assistant,ML
Michigan,1,birmingham,3,0,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0, apparel and accessories sales motorcycle dealership,OH
Michigan,3,birmingham,1,0,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0, apparel and accessories sales motorcycle dealership,Y
Michigan,2,birmingham,3,0,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0, apparel and accessories sales motorcycle dealership,OL
Utah,2,salt lake city,2,1,0,admin, A,0,0,0,0,0,0,1,1,1,1,1,1,1, front desk receptionist and schedule coordinator,MB
Utah,1,salt lake city,3,1,0,admin, B,0,1,0,0,0,0,1,0,1,1,1,1,1, front desk receptionist and schedule coordinator,OBE
Utah,3,salt lake city,1,1,0,admin, C,0,1,0,0,0,0,1,1,1,0,1,1,1, front desk receptionist and schedule coordinator,Y
Michigan,1,birmingham,2,1,1,admin, C,1,1,0,0,0,0,0,1,1,0,1,1,1,front office assistant,ML
Michigan,3,birmingham,1,1,1,admin, A,0,1,0,0,0,0,1,1,0,1,1,1,1,front office assistant,Y
Michigan,2,birmingham,3,1,1,admin, B,1,1,0,0,0,0,0,1,1,0,1,1,0,front office assistant,OH
Utah,3,salt lake city,3,1,0,admin, A,1,1,0,0,0,0,0,1,1,1,0,1,0, part time receptionist,OL
Utah,1,salt lake city,2,1,0,admin, C,1,0,0,0,0,0,1,1,1,1,0,1,0, part time receptionist,ML
Utah,2,salt lake city,1,1,0,admin, B,1,1,0,0,0,0,1,1,0,0,1,1,0, part time receptionist,Y
Utah,3,salt lake city,3,1,0,admin, A,1,1,0,0,0,0,0,1,1,1,0,1,0, office administrative assistant,OL
Utah,2,salt lake city,1,1,0,admin, B,1,1,0,0,0,0,1,1,0,0,1,1,0, office administrative assistant,Y
Utah,1,salt lake city,2,1,0,admin, C,1,0,0,0,0,0,1,1,1,1,0,1,0, office administrative assistant,ML
Michigan,3,birmingham,2,1,1,admin, B,0,1,0,0,0,0,0,1,1,1,1,1,0,receptionist assistant,MB
Michigan,1,birmingham,1,1,1,admin, C,1,1,0,0,0,0,1,0,1,1,0,1,0,receptionist assistant,Y
Michigan,2,birmingham,3,1,1,admin, A,1,1,0,0,0,0,1,0,0,1,1,1,0,receptionist assistant,OH
Florida,3,sarasota,1,1,1,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0, administrative assistan,Y
Florida,2,sarasota,2,1,1,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,1, administrative assistan,MH
Florida,1,sarasota,3,1,1,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0, administrative assistan,OL
Michigan,2,birmingham,3,1,1,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,1,general office clerk,OBL
Michigan,1,birmingham,2,1,1,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,1,general office clerk,MB
Michigan,3,birmingham,1,1,1,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0,general office clerk,Y
Michigan,1,birmingham,2,1,1,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,1,administrative mail clerk,MB
Michigan,3,birmingham,1,1,1,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,1,administrative mail clerk,Y
Michigan,2,birmingham,3,1,1,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,1,administrative mail clerk,OBL
Utah,3,salt lake city,1,1,0,admin, C,0,1,0,0,0,0,1,1,1,0,1,1,1, dental office manager,Y
Utah,2,salt lake city,2,1,0,admin, A,0,0,0,0,0,0,1,1,1,1,1,1,1, dental office manager,MB
Utah,1,salt lake city,3,1,0,admin, B,0,1,0,0,0,0,1,0,1,1,1,1,1, dental office manager,OBE
Michigan,1,birmingham,1,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,representatives needed,Y
Michigan,2,birmingham,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,representatives needed,MH
Michigan,3,birmingham,3,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,representatives needed,OBE
Utah,2,salt lake city,2,1,0,admin, A,0,0,0,0,0,0,1,1,1,1,1,1,0, part time receptionist,MB
Utah,1,salt lake city,3,1,0,admin, B,0,1,0,0,0,0,1,0,1,1,1,1,0, part time receptionist,OBE
Utah,3,salt lake city,1,1,0,admin, C,0,1,0,0,0,0,1,1,1,0,1,1,1, part time receptionist,Y
Michigan,1,birmingham,2,1,1,admin, C,1,1,0,0,0,0,0,1,1,0,1,1,0,medival office receptionist needed,ML
Michigan,3,birmingham,1,1,1,admin, A,0,1,0,0,0,0,1,1,0,1,1,1,0,medival office receptionist needed,Y
Michigan,2,birmingham,3,1,1,admin, B,1,1,0,0,0,0,0,1,1,0,1,1,0,medival office receptionist needed,OH
Michigan,2,birmingham,2,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0,) office assistant,ML
Michigan,3,birmingham,3,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0,) office assistant,OBL
Michigan,1,birmingham,1,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0,) office assistant,Y
Michigan,1,birmingham,1,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0, medical receptionist,Y
Michigan,2,birmingham,2,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,1, medical receptionist,ML
Michigan,3,birmingham,3,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,1, medical receptionist,OBL
Florida,3,sarasota,3,1,0,admin, A,1,1,0,0,0,0,0,1,1,0,1,1,0, full time medical receptionist needed,OH
Florida,2,sarasota,1,1,0,admin, B,1,1,0,0,0,0,1,1,0,0,1,1,0, full time medical receptionist needed,Y
Florida,1,sarasota,3,1,0,admin, C,1,0,0,0,0,0,1,1,1,0,1,1,0, full time medical receptionist needed,OL
Utah,3,salt lake city,3,1,1,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0,dental office receptionist,OL
Utah,2,salt lake city,3,1,1,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0,dental office receptionist,OH
Utah,1,salt lake city,1,1,1,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0,dental office receptionist,Y
Michigan,1,birmingham,3,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0, admin office assistance,OBE
Michigan,2,birmingham,3,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0, admin office assistance,OL
Michigan,3,birmingham,1,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0, admin office assistance,Y
New York,3,new york,1,0,1,sales, B,1,1,0,0,0,0,0,1,1,0,1,1,1,verizon fios kiosk sales agents needed for our staten island stores,Y
New York,1,new york,3,0,1,sales, C,0,1,0,1,0,0,0,0,1,1,1,1,1,verizon fios kiosk sales agents needed for our staten island stores,OBE
New York,2,new york,3,0,1,sales, A,0,1,0,1,0,0,0,1,1,0,1,1,1,verizon fios kiosk sales agents needed for our staten island stores,OBL
Michigan,3,birmingham,3,1,1,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,1,full time junior dispatch office,OBE
Michigan,1,birmingham,3,1,1,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,1,full time junior dispatch office,OBL
Michigan,2,birmingham,1,1,1,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,1,full time junior dispatch office,Y
Michigan,1,birmingham,1,1,0,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,merchandiser needed sma position,Y
Michigan,3,birmingham,3,1,0,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,0,merchandiser needed sma position,OBE
Michigan,2,birmingham,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,1,merchandiser needed sma position,MH
North Carolina,1,charlotte,2,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0,personal assistant to chief designer ceo,ML
North Carolina,3,charlotte,1,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0,personal assistant to chief designer ceo,Y
North Carolina,2,charlotte,2,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0,personal assistant to chief designer ceo,MH
Illinois,1,chicago,1,1,1,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,0,pet stuff is hiring the best people for our retail stores,Y
Illinois,2,chicago,2,1,1,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,pet stuff is hiring the best people for our retail stores,MB
Illinois,3,chicago,2,1,1,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,1,pet stuff is hiring the best people for our retail stores,MH
New York,3,new york,1,0,1,sales, B,1,1,0,0,0,0,0,1,1,0,1,1,0,nyc super runners shop getting ready to run,Y
New York,2,new york,3,0,1,sales, A,0,1,0,1,0,0,0,1,1,0,1,1,0,nyc super runners shop getting ready to run,OBL
New York,1,new york,3,0,1,sales, C,0,1,0,1,0,0,0,0,1,1,1,1,0,nyc super runners shop getting ready to run,OBE
North Carolina,2,charlotte,2,1,0,admin, B,0,0,0,0,0,0,0,0,0,0,0,0,0,administrative assistant,MH
North Carolina,1,charlotte,2,1,0,admin, C,0,0,0,0,0,0,0,0,0,0,0,0,0,administrative assistant,ML
North Carolina,3,charlotte,1,1,0,admin, A,0,0,0,0,0,0,0,0,0,0,0,0,0,administrative assistant,Y
New York,1,new york,3,0,1,sales, C,0,1,0,1,0,0,0,0,1,1,1,1,0,customer service generalist position available,OBE
New York,3,new york,1,0,1,sales, B,1,1,0,0,0,0,0,1,1,0,1,1,0,customer service generalist position available,Y
New York,2,new york,3,0,1,sales, A,0,1,0,1,0,0,0,1,1,0,1,1,0,customer service generalist position available,OBL
New York,1,new york,3,0,1,sales, C,0,1,0,1,0,0,0,0,1,1,1,1,1, benefits training growth people person needed career position,OBE
New York,3,new york,1,0,1,sales, B,1,1,0,0,0,0,0,1,1,0,1,1,1, benefits training growth people person needed career position,Y
New York,2,new york,3,0,1,sales, A,0,1,0,1,0,0,0,1,1,0,1,1,1, benefits training growth people person needed career position,OBL
Illinois,1,chicago,1,1,1,sales, C,0,0,0,0,0,0,0,0,0,0,0,0,1,retail customer service associates entry level management paid trainin,Y
Illinois,2,chicago,2,1,1,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,1,retail customer service associates entry level management paid trainin,MB
Illinois,3,chicago,2,1,1,sales, A,0,0,0,0,0,0,0,0,0,0,0,0,1,retail customer service associates entry level management paid trainin,MH
Florida,1,miami,1,0,0,security, C,0,0,0,0,0,0,0,0,0,0,0,0,1,open house officers needed for miami,Y
Florida,3,miami,2,0,0,security, B,0,0,0,0,0,0,0,0,0,0,0,0,0,open house officers needed for miami,ML
Florida,2,miami,3,0,0,security, A,0,0,0,0,0,0,0,0,0,0,0,0,0,open house officers needed for miami,OBL
Michigan,2,birmingham,2,1,0,sales, B,0,0,0,0,0,0,0,0,0,0,0,0,0,wireless sales associate hourly commissions,MH
